interestexpense,netincomefromcontinuingoperations,is_usd,year,quarter,gross_margin,operating_margin,ebitda_margin,revenue_qoq,netincome_qoq,grossprofit_qoq,revenue_yoy_growth,income_yoy_growth,grossprofit_yoy_growth,revenue_rolling_std_4q,revenue_rolling_std_8q,revenue_rolling_max_4q,income_rolling_std_4q,income_rolling_std_8q,income_rolling_max_4q,income_rolling_min_4q,net_margin_rolling_std_4q,net_margin_rolling_std_8q,net_margin_rolling_max_4q,gross_margin_rolling_std_4q,gross_margin_rolling_std_8q,gross_margin_rolling_max_4q,gross_margin_rolling_min_4q,revenue_qoq_rolling_std_4q,revenue_qoq_rolling_std_8q,revenue_qoq_rolling_min_4q,revenue_momentum,earnings_momentum,revenue_growth_volatility_4q,income_growth_volatility_4q,net_margin_lag1,net_margin_lag2,net_margin_lag4,gross_margin_lag1,gross_margin_lag2,gross_margin_lag4,operating_margin_lag2,revenue_qoq_lag1,revenue_qoq_lag2,revenue_qoq_lag4,netincome_qoq_lag1,netincome_qoq_lag2,netincome_qoq_lag4,log_totalrevenue,log_grossprofit,log_operatingincome,log_netincome,log_ebit,log_ebitda,log_costofrevenue,log_operatingexpenses,log_incomebeforetax,log_incometaxexpense,log_sellinggeneralandadministrative,log_researchanddevelopment,log_depreciationandamortization,log_netincome_lag1,log_netincome_lag2,log_netincome_lag4,log_grossprofit_lag1,log_grossprofit_lag2,log_grossprofit_lag4
-0.2276241599523933,-0.5635794584769522,0.2912958822895683,-1.7111286486158435,-1.3441312579821556,-0.8476886044663888,-0.155823690657752,-0.3507081992023507,-0.20889083421965182,-0.04042285163161098,-0.11509791753451012,-0.03611591387830989,0.45653129713683543,0.2693798624121294,,,,,,,,,,,,,,,,,,0.02867143887414232,-0.001932702659888925,-0.582333609849682,-0.9484891179415629,,,,,,,,,,,,,,-0.41951192476310506,-0.05288385756872356,0.15362787359758012,0.17700998110079966,0.15973260412178192,0.05093243563511143,0.028356020957976017,-0.07272860507789165,0.17482997723055038,0.21035318023560584,-0.1415781771414414,0.4297407385958671,-0.872654396234152,,,,,,
-0.26843503235801286,-0.5635794584769522,0.2912958822895683,-1.7111286486158435,-0.45022189438488347,-0.8264978973484387,-0.13423791476802055,-0.3256864069772519,-0.20889083421965182,-0.04042285163161098,-0.11509791753451012,-0.03611591387830989,0.45653129713683543,0.2693798624121294,,,-0.638594889930396,,,-0.6602680389673958,-0.24450784221718863,,,0.023503869212716362,,,-0.884349995669018,-0.5306638977908165,,,,0.02867143887414232,-0.001932702659888925,-0.582333609849682,-0.9484891179415629,-0.09754507983572358,,,-0.8494254763843643,,,,,,,,,,-0.4180458873785504,-0.04930557812273093,0.16009987038621307,0.18992948757455352,0.16613054592554474,0.05926946061358218,0.027071562645865875,-0.07465402212276509,0.18325686426605486,0.20708359386331093,-0.1491598862125782,0.42909902797716976,-0.8192714199795125,0.17833956793721029,,,-0.050102177165719845,,
-0.13311477122359,-0.5635794584769522,0.2912958822895683,-1.7111286486158435,0.4436874692123886,-0.751940069891357,-0.10881800611817076,-0.26980646894571086,-0.21732073297450658,-0.043901421627910775,-0.012015885373771707,-0.03611591387830989,0.45653129713683543,0.2693798624121294,-0.628754105924385,-0.6606854230518016,-0.6382713304535143,-0.36907806397308807,-0.42390210784098104,-0.6480780490974992,-0.24450784221718863,-0.049545174205802026,-0.07317630184775285,0.0239816210468232,-0.268494113380829,-0.33360014255202775,-0.8654886313915879,-0.5306638977908165,,,0.5722053766929369,0.02867143887414232,-0.001932702659888925,-0.582333609849682,-0.9484891179415629,-0.06010185443065653,-0.0924999240704854,,-0.8281814085233711,-0.8444170767391393,,0.025633332426736755,-0.22960751649968375,,,-0.03510818425250026,,,-0.4180458873785504,-0.038651320633895904,0.16695241536116023,0.2026164413605644,0.1808142769328424,0.07542389441632982,0.05420328245882155,-0.06524618290470016,0.19152762878074853,0.201396419352871,-0.1491598862125782,0.4316442189883973,-0.7595428571725824,0.19127782496942544,0.1817167502973176,,-0.04653472150085738,-0.044480439504426976,
-0.20077490179080146,-0.5635794584769522,0.2912958822895683,-1.7111286486158435,1.3375968328096606,-0.793492172566043,0.014629706062115824,-0.18780017456336506,1.8810269725751267,0.7964826177375092,1.1728391725422018,-0.03611591387830989,0.45653129713683543,0.2693798624121294,-0.628754105924385,-0.6606854230518016,-0.6382713304535143,-0.36094963383263307,-0.41508203899528,-0.6343151573089064,-0.24450784221718863,-0.049376759258802194,-0.07304247146875766,0.024530172370411787,-0.20386957824601498,-0.2759900429373952,-0.7991264125390336,-0.5306638977908165,-0.6309986448680053,-0.6309331296805197,0.5586816491829434,1.6026306480187331,0.5505909217291584,-0.582333609849682,-0.9484891179415629,-0.01710980418814062,-0.05551843548506669,,-0.7534358355110968,-0.8232015567294882,,0.025904267889028335,-0.23977164654586053,-0.22883914937587385,,-0.03865072463736928,-0.038631385954424106,,-0.13450886568317305,0.037157727349533196,0.24130965249873923,0.25917467789757187,0.24641109562618058,0.1511059625639332,0.13659305745857736,-0.04718580790808869,0.25790479041279224,0.29643569136592135,-0.037163276922760065,0.4347468920466231,-0.7129302792822597,0.20398319180156493,0.19461431559103903,,-0.03591269160992354,-0.04093957327164951,
-0.18896122819970104,-0.5635794584769522,0.2912958822895683,-1.4913742371150458,-1.3441312579821556,-0.6465486357774637,0.01861128952834889,-0.17697144103671997,-1.0863773224159499,-0.4990961556341203,-0.5564687016140225,-0.03611591387830989,0.45653129713683543,0.2693798624121294,-0.27207714869257626,-0.3290821936332879,-0.5575285337225477,-0.2862320074333781,-0.3340067763133886,-0.5434800715041934,-0.24450784221718863,-0.04920232218404972,-0.07290385562591943,0.025115179971102644,-0.21948188142118963,-0.2899077653513259,-0.7991264125390336,-0.5306638977908165,0.6943367291675935,0.6225869720877344,0.5586816491829434,-2.18195819334875,-0.8479423249878096,0.672591837433884,-0.327877859884723,0.02873946292623003,-0.013056548238243303,-0.08149525123950083,-0.7950925713658547,-0.7485564270748981,-0.8349189357300765,0.026223327752182626,2.290256243649188,-0.2388897242519543,,0.8171878531167471,-0.04214776587870496,,-0.3097782224653763,0.006522123259339974,0.21323687101065894,0.23482988127836127,0.21865953330372362,0.11922688368906786,0.053528689042957926,-0.05367935798121712,0.23463686930076094,0.2756511111298328,-0.06435145054702643,0.4341331580541439,-0.7414325094389732,0.26062351340295226,0.20727972314092644,0.1845875718387169,0.039667044897014385,-0.030396712897851265,-0.033398919414886236
-0.18520233205707817,-0.5635794584769522,0.2912958822895683,-1.4913742371150458,-0.45022189438488347,-0.5809815551644645,0.03213036422272915,-0.15904035226312951,-0.12466900621690523,-0.1465094643547234,0.019094891095643583,0.017813197519157654,0.3228550889668637,0.3908133710530337,-0.29306357068694044,-0.37292833522543123,-0.5575285337225477,-0.2968920984567825,-0.3439758799857831,-0.5434800715041934,-0.23038868378401944,-0.04929810797312113,-0.07286031094661924,0.025292100154900837,-0.15271751439500267,-0.22830061911780436,-0.7053199048336319,-0.5137073113840734,0.7522930563073896,0.6774028492744849,-0.8355088207324768,0.7534550963660208,0.23120296006118707,0.7282557040160369,-0.25520498996447305,0.042605369549165474,0.032227321676725526,-0.045406165732985705,-0.6477790131209471,-0.7901571844649684,-0.8137649891985416,0.02777279084024864,-1.287613910070394,2.262872318682741,-0.22649164250964235,-0.5022164225856635,0.8073707339226518,-0.031226096017276207,-0.2938645884005275,0.019254539920343528,0.21843325069284888,0.24037778614690283,0.22379645408454021,0.12623533965032893,0.053528689042957926,-0.03730492465063169,0.23970406481985435,0.2795994381628804,-0.012732097590486286,0.44855435439655333,-0.6761063899423002,0.23624338427834263,0.2637419069027991,0.19752950414848125,0.009124109106898709,0.04461970272730334,-0.029912210021741655
-0.17714755460860063,-0.5635794584769522,0.2912958822895683,-1.4913742371150458,0.4436874692123886,-0.70301919344171,-0.025848601852005063,-0.21542245922655057,0.28098147570700016,-0.09542852008269848,-0.0542134904622138,0.34573689156302834,0.26278828657658454,0.35215137477880054,-0.3316574895205117,-0.401694307513875,-0.5575285337225477,-0.3155570955685479,-0.3495703112575504,-0.5434800715041934,-0.2144476984562478,-0.0494808324925128,-0.07283774615349649,0.025460754129921305,-0.11821813767133435,-0.18522617587455636,-0.6469601443421178,-0.4872964690712281,0.7456732437842105,0.5057593512932372,-0.8355088207324768,0.33802807298863563,0.033790435483703044,0.7218977379530687,-0.24397452168118386,0.05582342200093228,0.04592223876667195,-0.0039689294768220935,-0.5820468267320436,-0.6430415866854934,-0.7393365009581231,0.02782276597955274,-0.12805924914313296,-1.2750253384195736,-0.23629561888950448,-0.14314571411832058,-0.5022901881960421,-0.03477811768435968,-0.21298827723760416,0.027048214295932824,0.22016475951232925,0.24954912449810235,0.2255081503386537,0.12933758380558488,0.09721914177942682,-0.024785026491282586,0.24237243400412617,0.26411627058960296,0.04200661187630625,0.44801160679681834,-0.619821767400164,0.24179934102679046,0.23943845501812308,0.21023848010272705,0.021818012037133953,0.014304413583189927,-0.019530600585143578
-0.16103799971164554,-0.5635794584769522,0.2912958822895683,-1.4913742371150458,1.3375968328096606,-0.6632494572015193,0.10844178348511466,-0.09500283651034247,1.6047425850267072,0.672942603406659,1.224343618135473,0.21740740268311914,0.17686969018279045,0.38359454278763117,-0.4084778407913389,-0.40505534075060395,-0.5575285337225477,-0.3474613618540715,-0.35045306767578643,-0.5434800715041934,-0.16252563196007727,-0.04973308830416974,-0.07286157269713595,0.025460754129921305,-0.13109002543272252,-0.1985373771916013,-0.6469601443421178,-0.4872964690712281,0.7245834602844646,0.38986136768770296,-0.8355088207324768,1.023942273923101,0.5034400741370828,0.701642160125566,-0.24033601386566844,0.0402734542878566,0.05897729079753491,0.04022219197174991,-0.7043917704248867,-0.5773977314343782,-0.7808165211084926,0.027992451645279436,0.3610432147736924,-0.12842539434062103,2.2040837901869055,-0.09112539882399617,-0.14587109526351352,0.8233510329931757,0.04022349018613008,0.10518742297295464,0.28679140500625383,0.30083230174903147,0.29137242907234373,0.20452270084667143,0.1939289689875649,0.0009815368881942916,0.30302252126233076,0.35058187641330657,0.1278098831023676,0.4674512381711198,-0.566515654326508,0.2509839900811714,0.2449769378874752,0.26689489111259046,0.029588111667677663,0.026903704638306034,0.054338453992243
-0.18144343591445533,-0.5635794584769522,0.2912958822895683,-1.2716198256142481,-1.3441312579821556,-0.728617533055251,-0.013806440638905884,-0.20247758009955227,-0.9460644550373283,-0.6255645736163884,-0.7678759480422576,0.3535452161158408,-0.02370126336137701,0.13654945715024713,-0.10005443895643014,-0.22258165675988903,-0.484198190461965,-0.24627185382758526,-0.2920123700739354,-0.4300345206182206,-0.16252563196007727,-0.049578899248008255,-0.07281562977828186,0.025917890748993075,-0.2028766628956112,-0.20456358537491967,-0.6469601443421178,-0.414900919481583,0.591783882662976,0.4746002595624324,-0.8355088207324768,-1.8707212196135738,-0.8498597131754192,0.5740954653003701,-0.31549842542482504,0.09165095472158462,0.04361907987249753,0.05358663598871094,-0.6645218892171595,-0.6995782675717642,-0.634127894670579,0.02726472436519965,1.957133566089958,0.355212744224965,-1.2470088579708933,0.6913759561648777,-0.0942349323740153,-0.4995845064165779,-0.10292548999425487,0.05530650800967349,0.24080140616990217,0.262846704509037,0.2459086648401229,0.15392456113397293,0.14323635185849917,-0.0055113854358827446,0.2597924154005492,0.29356925865875133,0.08310957003123222,0.4791795046998964,-0.5297866782370129,0.3023415965074779,0.2541327005673973,0.2425078365001818,0.10749096046695115,0.03461589113528093,0.024486831122050003
-0.20507078309665613,-0.5635794584769522,0.2912958822895683,-1.2716198256142481,-0.45022189438488347,-0.6574658021692555,0.016456098889341995,-0.1724667187088931,-0.23866602990881502,-0.1900751375167413,-0.04647014355907778,0.2694026051505045,-0.06668975670736269,0.08382436368506822,-0.15253669011052165,-0.22870531541949993,-0.484198190461965,-0.25977204239569346,-0.3045051225702065,-0.4300345206182206,-0.15159467059246243,-0.04951302403892757,-0.07298430195011231,0.025917890748993075,-0.17781186116313016,-0.2264595916495432,-0.6469601443421178,-0.4353844481864121,0.5349550822038663,0.49047722948611877,-0.6104108640717829,0.5634619076169107,0.28548398226992255,0.5195145261192265,-0.25937602362658824,0.02337274128078679,0.0943630108582116,0.06632665557839243,-0.7300545697289346,-0.659761963647314,-0.5686745565730823,0.02895028006718095,-1.1184353383388013,1.9334713371409111,-0.12854161530057165,-0.6310105760996779,0.6824879152067822,-0.13955277835536894,-0.10665424214400147,0.06362877752150073,0.24624900302475636,0.2651870092078926,0.25129392827364827,0.159965688608424,0.13512732155202642,0.001252187579220565,0.2618958341806947,0.29501229186972466,0.1016655693192474,0.4867567982228673,-0.5262895259288449,0.26430086936270086,0.3053287836691045,0.24806537148927293,0.05776092810361324,0.11193810412517963,0.036893418544692295
